date,value
2015-11-17 00:00:00+00:00,7498.782555073076
2015-11-18 00:00:00+00:00,7579.877262628915
2015-11-19 00:00:00+00:00,7557.350954974515
2015-11-20 00:00:00+00:00,7352.812081472568
2015-11-21 00:00:00+00:00,7262.25632470188
2015-11-22 00:00:00+00:00,7366.1026029886625
2015-11-23 00:00:00+00:00,7291.991050805687
2015-11-24 00:00:00+00:00,7275.997372371065
2015-11-25 00:00:00+00:00,7230.944757062265
2015-11-26 00:00:00+00:00,7410.704692144374
2015-11-27 00:00:00+00:00,7942.1002897116605
2015-11-28 00:00:00+00:00,8068.698138729385
2015-11-29 00:00:00+00:00,8047.298146457706
2015-11-30 00:00:00+00:00,8385.1927612737
2015-12-01 00:00:00+00:00,8489.264302637026
2015-12-02 00:00:00+00:00,8169.841260097639
2015-12-03 00:00:00+00:00,8109.470755583849
2015-12-04 00:00:00+00:00,8149.342320132136
2015-12-05 00:00:00+00:00,8199.12546004836
2015-12-06 00:00:00+00:00,8739.982106830494
2015-12-07 00:00:00+00:00,8730.070531462557
2015-12-08 00:00:00+00:00,8891.809420421147
2015-12-09 00:00:00+00:00,9437.171328734159
2015-12-10 00:00:00+00:00,9424.78185952424
2015-12-11 00:00:00+00:00,9363.735565780817
2015-12-12 00:00:00+00:00,10203.291052060289
2015-12-13 00:00:00+00:00,9841.068024977545
2015-12-14 00:00:00+00:00,9772.588049708169
2015-12-15 00:00:00+00:00,10001.905861629957
2015-12-16 00:00:00+00:00,10458.288854708093
2015-12-17 00:00:00+00:00,10226.267885867777
2015-12-18 00:00:00+00:00,10260.733136579009
2015-12-19 00:00:00+00:00,10433.509916288252
2015-12-20 00:00:00+00:00,10391.160457897982
2015-12-21 00:00:00+00:00,9961.583770928582
2015-12-22 00:00:00+00:00,9839.71644651828
2015-12-23 00:00:00+00:00,9774.615417397066
2015-12-24 00:00:00+00:00,9966.314295536007
2015-12-25 00:00:00+00:00,10266.139450416065
2015-12-26 00:00:00+00:00,10268.392081181504
2015-12-27 00:00:00+00:00,9447.758693331729
2015-12-28 00:00:00+00:00,9567.37338697659
2015-12-29 00:00:00+00:00,9504.75025169736
2015-12-30 00:00:00+00:00,9773.939628167433
2015-12-31 00:00:00+00:00,9640.1333607003
2016-01-01 00:00:00+00:00,9693.971235994315
2016-01-02 00:00:00+00:00,9813.81119271572
2016-01-03 00:00:00+00:00,9807.954352725577
2016-01-04 00:00:00+00:00,9729.337539011723
2016-01-05 00:00:00+00:00,9773.03857586126
2016-01-06 00:00:00+00:00,9761.550158957512
2016-01-07 00:00:00+00:00,9705.910179051147
2016-01-08 00:00:00+00:00,10341.152054905215
2016-01-09 00:00:00+00:00,10236.855250465345
2016-01-10 00:00:00+00:00,10145.398441388483
2016-01-11 00:00:00+00:00,10136.613181403267
2016-01-12 00:00:00+00:00,10118.592135279747
2016-01-13 00:00:00+00:00,9776.642785085962
2016-01-14 00:00:00+00:00,9748.710163594506
2016-01-15 00:00:00+00:00,9686.98808062145
2016-01-16 00:00:00+00:00,8053.830775677482
2016-01-17 00:00:00+00:00,8755.975785265116
2016-01-18 00:00:00+00:00,8525.306394884065
2016-01-19 00:00:00+00:00,8670.150553101854
2016-01-20 00:00:00+00:00,8453.447473466531
2016-01-21 00:00:00+00:00,9428.1608056724
2016-01-22 00:00:00+00:00,9221.8198275581
2016-01-23 00:00:00+00:00,8625.3232008696
2016-01-24 00:00:00+00:00,8728.944216079837
2016-01-25 00:00:00+00:00,9079.228300105751
2016-01-26 00:00:00+00:00,8816.796815931995
2016-01-27 00:00:00+00:00,8819.950499003613
2016-01-28 00:00:00+00:00,8893.16099888041
2016-01-29 00:00:00+00:00,8551.211648686625
2016-01-30 00:00:00+00:00,8530.262182568034
2016-01-31 00:00:00+00:00,8525.306394884065
2016-02-01 00:00:00+00:00,8288.554901436326
2016-02-02 00:00:00+00:00,8364.693821308196
2016-02-03 00:00:00+00:00,8400.735913555236
2016-02-04 00:00:00+00:00,8309.279104478373
2016-02-05 00:00:00+00:00,8739.982106830494
2016-02-06 00:00:00+00:00,8661.365293116638
2016-02-07 00:00:00+00:00,8457.276945767777
2016-02-08 00:00:00+00:00,8503.455876459298
2016-02-09 00:00:00+00:00,8360.41382285386
2016-02-10 00:00:00+00:00,8395.104336641636
2016-02-11 00:00:00+00:00,8524.855868730978
2016-02-12 00:00:00+00:00,8520.125344123553
2016-02-13 00:00:00+00:00,8606.17583936336
2016-02-14 00:00:00+00:00,8807.786292870236
2016-02-15 00:00:00+00:00,9158.971429202325
2016-02-16 00:00:00+00:00,8986.870438722712
2016-02-17 00:00:00+00:00,9177.668264555477
2016-02-18 00:00:00+00:00,9352.922938106705
2016-02-19 00:00:00+00:00,9487.85552095656
2016-02-20 00:00:00+00:00,9477.268156358992
2016-02-21 00:00:00+00:00,9854.358546493639
2016-02-22 00:00:00+00:00,9879.13748491348
2016-02-23 00:00:00+00:00,9856.385914182536
2016-02-24 00:00:00+00:00,9461.049214847824
2016-02-25 00:00:00+00:00,9549.802867006158
2016-02-26 00:00:00+00:00,9540.792343944398
2016-02-27 00:00:00+00:00,9705.45965289806
2016-02-28 00:00:00+00:00,9756.594371273546
2016-02-29 00:00:00+00:00,9770.33541894273
2016-03-01 00:00:00+00:00,9831.381712686152
2016-03-02 00:00:00+00:00,9755.693318967371
2016-03-03 00:00:00+00:00,9469.834474833038
2016-03-04 00:00:00+00:00,9434.017645662545
2016-03-05 00:00:00+00:00,9176.091423019669
2016-03-06 00:00:00+00:00,8922.219935754585
2016-03-07 00:00:00+00:00,9083.508298560087
2016-03-08 00:00:00+00:00,9285.56927822005
2016-03-09 00:00:00+00:00,9262.36718133602
2016-03-10 00:00:00+00:00,9298.859799736147
2016-03-11 00:00:00+00:00,9370.493458077137
2016-03-12 00:00:00+00:00,9447.308167178639
2016-03-13 00:00:00+00:00,9248.85139674338
2016-03-14 00:00:00+00:00,9292.552433592915
2016-03-15 00:00:00+00:00,9348.868202728914
2016-03-16 00:00:00+00:00,9357.65346271413
2016-03-17 00:00:00+00:00,9372.520825766032
2016-03-18 00:00:00+00:00,9425.23238567733
2016-03-19 00:00:00+00:00,9227.901930624786
2016-03-20 00:00:00+00:00,9240.291399834707
2016-03-21 00:00:00+00:00,9264.394549024915
2016-03-22 00:00:00+00:00,9280.838753612627
2016-03-23 00:00:00+00:00,9385.81134728213
2016-03-24 00:00:00+00:00,9405.409234941457
2016-03-25 00:00:00+00:00,9302.238745884306
2016-03-26 00:00:00+00:00,9380.17977036853
2016-03-27 00:00:00+00:00,9392.794502654993
2016-03-28 00:00:00+00:00,9580.438645416141
2016-03-29 00:00:00+00:00,9528.628137811022
2016-03-30 00:00:00+00:00,9379.729244215441
2016-03-31 00:00:00+00:00,9298.634536659603
2016-04-01 00:00:00+00:00,9371.619773459855
2016-04-02 00:00:00+00:00,9408.788181089618
2016-04-03 00:00:00+00:00,9459.922899465104
2016-04-04 00:00:00+00:00,9464.653424072529
2016-04-05 00:00:00+00:00,9449.110271790993
2016-04-06 00:00:00+00:00,9514.211300912208
2016-04-07 00:00:00+00:00,9493.937624023247
2016-04-08 00:00:00+00:00,9505.876567080079
2016-04-09 00:00:00+00:00,9449.335534867536
2016-04-10 00:00:00+00:00,9448.885008714447
2016-04-11 00:00:00+00:00,9537.63866087278
2016-04-12 00:00:00+00:00,9546.423920857998
2016-04-13 00:00:00+00:00,9636.75441455214
2016-04-14 00:00:00+00:00,9586.746011559373
2016-04-15 00:00:00+00:00,9602.964953070541
2016-04-16 00:00:00+00:00,9706.585968280779
2016-04-17 00:00:00+00:00,9762.676474340233
2016-04-18 00:00:00+00:00,9708.83859904622
2016-04-19 00:00:00+00:00,9708.162809816587
2016-04-20 00:00:00+00:00,9845.34802343188
2016-04-21 00:00:00+00:00,9978.253238592837
2016-04-22 00:00:00+00:00,10187.52263670221
2016-04-23 00:00:00+00:00,10101.021615309317
2016-04-24 00:00:00+00:00,10265.013135033345
2016-04-25 00:00:00+00:00,10462.56885316243
2016-04-26 00:00:00+00:00,10501.088839251453
2016-04-27 00:00:00+00:00,10600.655119083898
2016-04-28 00:00:00+00:00,10031.190061580677
2016-04-29 00:00:00+00:00,10175.58369364538
2016-04-30 00:00:00+00:00,10335.069951838528
2016-05-01 00:00:00+00:00,10227.394201250498
2016-05-02 00:00:00+00:00,10294.07207190752
2016-05-03 00:00:00+00:00,10056.419526153606
2016-05-04 00:00:00+00:00,10186.84684747258
2016-05-05 00:00:00+00:00,10106.87845529946
2016-05-06 00:00:00+00:00,10136.387918326724
2016-05-07 00:00:00+00:00,10414.13729170547
2016-05-08 00:00:00+00:00,10404.225716337534
2016-05-09 00:00:00+00:00,10424.949919379582
2016-05-10 00:00:00+00:00,10455.810960866109
2016-05-11 00:00:00+00:00,10199.461579759041
2016-05-12 00:00:00+00:00,10235.278408929536
2016-05-13 00:00:00+00:00,10282.80891808032
2016-05-14 00:00:00+00:00,10316.59837956192
2016-05-15 00:00:00+00:00,10337.322582603967
2016-05-16 00:00:00+00:00,10395.215193275775
2016-05-17 00:00:00+00:00,10264.337345803713
2016-05-18 00:00:00+00:00,10231.223673551745
2016-05-19 00:00:00+00:00,10262.084715038272
2016-05-20 00:00:00+00:00,9875.082749535688
2016-05-21 00:00:00+00:00,10038.849006183173
2016-05-22 00:00:00+00:00,10053.040580005443
2016-05-23 00:00:00+00:00,9967.440610918726
2016-05-24 00:00:00+00:00,10039.299532336261
2016-05-25 00:00:00+00:00,10069.034258440068
2016-05-26 00:00:00+00:00,10170.402642884867
2016-05-27 00:00:00+00:00,10248.794193522177
2016-05-28 00:00:00+00:00,10615.973008288891
2016-05-29 00:00:00+00:00,11786.89048016458
2016-05-30 00:00:00+00:00,11831.267306243748
2016-05-31 00:00:00+00:00,11996.385141350494
2016-06-01 00:00:00+00:00,11969.128309088674
2016-06-02 00:00:00+00:00,12047.97038587907
2016-06-03 00:00:00+00:00,12116.225098071902
2016-06-04 00:00:00+00:00,12868.15324757576
2016-06-05 00:00:00+00:00,12982.13636430702
2016-06-06 00:00:00+00:00,12956.456373581006
2016-06-07 00:00:00+00:00,13217.76154237204
2016-06-08 00:00:00+00:00,13058.725810331982
2016-06-09 00:00:00+00:00,13137.567887122379
2016-06-10 00:00:00+00:00,13008.041618109582
2016-06-11 00:00:00+00:00,13072.24159492462
2016-06-12 00:00:00+00:00,13729.784515356543
2016-06-13 00:00:00+00:00,15269.682906611299
2016-06-14 00:00:00+00:00,15903.798467082646
2016-06-15 00:00:00+00:00,15429.394427880994
2016-06-16 00:00:00+00:00,15740.933262741339
2016-06-17 00:00:00+00:00,17339.85058005062
2016-06-18 00:00:00+00:00,16945.640196098626
2016-06-19 00:00:00+00:00,17097.242246612735
2016-06-20 00:00:00+00:00,17317.32427239622
2016-06-21 00:00:00+00:00,15838.697437961433
2016-06-22 00:00:00+00:00,15039.914568536424
2016-06-23 00:00:00+00:00,13617.152977084546
2016-06-24 00:00:00+00:00,14216.352760691576
2016-06-25 00:00:00+00:00,15092.17560229463
2016-06-26 00:00:00+00:00,15176.198729845542
2016-06-27 00:00:00+00:00,14384.399015793395
2016-06-28 00:00:00+00:00,14819.382016599851
2016-06-29 00:00:00+00:00,14606.73367234232
2016-06-30 00:00:00+00:00,14403.771640376179
2016-07-01 00:00:00+00:00,15171.242942161574
2016-07-02 00:00:00+00:00,15277.116588137253
2016-07-03 00:00:00+00:00,15879.920580968985
2016-07-04 00:00:00+00:00,14947.33144407684
2016-07-05 00:00:00+00:00,15362.491294147427
2016-07-06 00:00:00+00:00,15089.697708452646
2016-07-07 00:00:00+00:00,15290.63237272989
2016-07-08 00:00:00+00:00,14461.213724894898
2016-07-09 00:00:00+00:00,15032.480887010473
2016-07-10 00:00:00+00:00,14813.525176609708
2016-07-11 00:00:00+00:00,14697.064166036464
2016-07-12 00:00:00+00:00,14663.950493784496
2016-07-13 00:00:00+00:00,15015.135630116582
2016-07-14 00:00:00+00:00,14762.39045823422
2016-07-15 00:00:00+00:00,14904.531459533482
2016-07-16 00:00:00+00:00,15035.859833158633
